command,isKeyDetected,value,type,time_listen_start / focus_in_time,time_transcribed,time_inserted / focus_out_time
Country USA,True,USA,SELECT,1597846298030,1597846301210,1597846301224
vehicle bike,True,bike,CHECKBOX,1597846302858,1597846305630,1597846305639
8:38,False,,,1597846307205,1597846310192,
age 38,True,38,RANGE,1597846311612,1597846315163,1597846315169
save,True,,,1597846316294,1597846318151,1597846318159
